283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.21,0.21,0
126,174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0,0
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.99,0,1
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.89,0.89,0
230,260,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.27,1,0.03,1
30,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.91,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.06,0,0
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,1,0.82,1
200,418,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.25,1,0.5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
305,6305,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0.14,1
341,905,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.05,1
26,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.89,0.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.03,0,0
32,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.96,0,0
304,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.01,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.02,0,0
288,354,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.25,0.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.03,0,0
311,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.03,1
293,9071,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.89,0,0
316,337,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,1
249,47582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.01,1
175,15311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
316,940,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.07,1,0,1
2599,293,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.31,0,0
848,331,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.78,0.01,1
308,290,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.12,1,0,1
314,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.25,1,0,1
119,174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.03,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.63,0.63,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0
301,26802,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,1
187,294,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.22,1,0.14,1
283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.01,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.07,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.07,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321,174,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,1
54540,8314,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0.98,0,0
282,24572,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.01,1
205,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0.06,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.04,0,0
62344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0.99,0,0
32,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.53,0,0
42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.25,1,0.01,1
219,6854,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.07,0,0
321,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.12,1,0.07,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.07,0,0
286,12707,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.11,1
0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.87,0.02,1
210,7138,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.09,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.02,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.06,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.02,0,0
26,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.97,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.05,0,0
2599,293,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.03,0,0
28,93,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.96,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.04,0,0
209,999,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.03,0,0
