0.0,0.0,0.0,0.0,242.0,0.0,0.0,1.0,1.0,0.05,0.07,255.0,11.0,0.04,0.07,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
282.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,14.0,0.05,0.79,0.0,0.0,0.78,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,10.0,0.04,0.02,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,119.0,0.0,0.0,1.0,1.0,0.08,0.06,255.0,10.0,0.04,0.05,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,86.0,1.0,1.0,0.0,0.0,1.0,0.0,255.0,255.0,1.0,0.0,0.47,0.47,0.51,0.51
0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,47.0,0.92,0.04,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,152.0,1.0,0.01,0.99,0.99,1.0,0.0,0.0
0.0,0.0,0.0,0.0,147.0,1.0,1.0,0.0,0.0,0.05,0.06,255.0,7.0,0.03,0.05,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,254.0,1.0,0.01,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,208.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,157.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,0.0,0.33,0.25,0.22,0.5,0.75,99.0,98.0,0.41,0.05,0.0,0.0,0.17,0.52
0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
282.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,21.0,0.08,0.02,0.56,0.0,0.02,0.0
281.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,17.0,0.07,0.94,0.0,0.0,0.93,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,4.0,0.12,0.12,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,196.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,252.0,0.99,0.01,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.5,0.15,255.0,17.0,0.07,0.65,0.0,0.0,0.0,0.0
8176.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,71.0,0.28,0.02,0.73,0.69,0.01,0.03
0.0,0.0,0.0,0.0,476.0,0.07,0.0,0.91,1.0,0.0,1.0,255.0,1.0,0.0,1.0,0.05,0.0,0.89,1.0
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,224.0,0.0,0.0,1.0,1.0,0.01,0.08,255.0,3.0,0.01,0.08,0.0,0.0,1.0,1.0
3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.75,0.75,1.0,0.0,255.0,239.0,0.94,0.01,0.0,0.0,0.04,0.03
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,252.0,0.99,0.01,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,151.0,1.0,1.0,0.0,0.0,0.08,0.09,255.0,12.0,0.05,0.09,1.0,1.0,0.0,0.0
280.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,12.0,0.04,0.02,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,235.0,0.92,0.08,0.0,0.0,0.07,0.0
0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,15.0,0.06,0.02,0.0,0.0,0.0,0.07
0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,251.0,1.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,12.0,0.92,0.15,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.5,1.0,20.0,58.0,0.25,0.25,0.0,0.0,0.75,1.0
0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
282.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,18.0,0.07,0.02,0.13,0.0,0.25,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,194.0,0.58,0.1,0.0,0.0,0.0,0.02
0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,143.0,1.0,1.0,0.0,0.0,0.11,0.06,255.0,16.0,0.06,0.05,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.91,0.33,1.0,54.0,60.0,0.24,0.09,0.0,0.0,0.89,1.0
0.0,0.0,0.0,0.0,278.0,1.0,1.0,0.0,0.0,0.04,0.06,255.0,10.0,0.04,0.07,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,174.0,1.0,1.0,0.0,0.0,0.09,0.09,255.0,16.0,0.06,0.1,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,204.0,0.04,0.0,0.96,1.0,0.08,0.06,255.0,16.0,0.06,0.06,0.04,0.0,0.96,1.0
0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,1.0,255.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,115.0,0.0,0.0,1.0,1.0,0.17,0.06,255.0,19.0,0.07,0.06,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,414.0,0.15,0.0,0.83,1.0,0.0,1.0,255.0,1.0,0.0,0.93,0.16,0.0,0.83,1.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,222.0,0.87,0.02,0.0,0.0,0.06,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,1.0,255.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.92,0.15,255.0,12.0,0.05,0.93,0.0,0.0,0.96,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,193.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,255.0,111.0,0.44,0.03,0.14,0.32,0.11,0.12
1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.75,0.5,255.0,245.0,0.96,0.04,0.0,0.0,0.04,0.0
0.0,0.0,0.0,0.0,14.0,0.21,0.21,0.79,0.79,1.0,0.0,255.0,244.0,0.96,0.01,0.03,0.03,0.56,0.58
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,255.0,99.0,0.39,0.03,0.08,0.2,0.11,0.13
0.0,0.0,0.0,0.0,205.0,1.0,1.0,0.0,0.0,0.06,0.06,255.0,12.0,0.05,0.07,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,23.0,0.14,0.06,0.0,0.0,0.0,0.0
799.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,240.0,237.0,0.99,0.01,0.0,0.0,0.06,0.06
280.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.1,0.4,255.0,2.0,0.01,0.72,0.0,0.0,0.02,0.0
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,248.0,0.97,0.02,0.0,0.0,0.0,0.0
281.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,7.0,0.03,0.33,0.24,0.0,0.33,0.0
283.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,255.0,29.0,0.11,0.03,0.44,0.0,0.02,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255.0,1.0,0.0,0.0,0.01,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.04,1.0,0.0,37.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0
282.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,6.0,0.38,0.19,0.0,0.0,0.0,0.0
2058.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.5,1.0,0.0,255.0,227.0,0.89,0.02,0.0,0.0,0.0,0.0
