0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.04,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.61,0.61,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,1,1,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.75,0.31,0.03,0
267,14515,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.01,1
1022,387,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.11,0,1
129,174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
327,467,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.04,1,0.01,1
26,157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.02,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0
616,330,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.51,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.01,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0.73,0,0
773,364200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16,0.03,1
350,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0.01,1
213,659,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,1
246,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0.03,1
45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.07,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.07,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34,0.01,0
196,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1
277,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.11,1,0.03,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.03,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.05,0,0
294,6442,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.11,1,0.01,1
