54540,8314,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0.98,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,1,0,0
246,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0.03,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.04,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.13,0.01,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.02,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.02,0,0
331,242,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.01,1
0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.02,0,0
5603,333,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0.05,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.04,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.08,0.61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0.18,0.09,0
169,14047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.01,1
0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0.01,1
0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.92,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.04,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.02,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.67,1,1,0
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0.98,0.98,0
312,12954,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,1
300,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0.01,1
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.01,0
24,834,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.57,0.3,0.01,0
321,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1
219,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,0.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.01,0,0
0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.78,0.01,1
28,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,34228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
293,6950,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.02,1
243,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30,93,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.97,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0
